Incident_ID,Source,Event,Location,Time,Severity,Incident_Summary
INC_TXT_078,Text,Other,ORGANIZATION: Police,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: Police.
INC_TXT_079,Text,Other,Delhi,Unknown,Low,A Low-severity Other incident was reported via Text at Delhi.
INC_TXT_080,Text,Other,Unknown,Unknown,Low,A Low-severity Other incident was reported via Text.
INC_TXT_081,Text,Other,Unknown,Unknown,Low,A Low-severity Other incident was reported via Text.
INC_TXT_082,Text,Other,Unknown,Unknown,Low,A Low-severity Other incident was reported via Text.
INC_TXT_083,Text,Other,local,Unknown,Low,A Low-severity Other incident was reported via Text at local.
INC_TXT_084,Text,Other,ORGANIZATION: McLean High School,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: McLean High School.
INC_TXT_085,Text,Other,ORGANIZATION: McLean High School,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: McLean High School.
INC_TXT_086,Text,Other,ORGANIZATION: McLean High School,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: McLean High School.
INC_TXT_087,Text,Other,ORGANIZATION: McLean High School,Unknown,Low,"Other incident occurred at McLean High School. The event was reported with low severity, and the time is unknown."
INC_TXT_088,Text,Other,ORGANIZATION: McLean High School,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: McLean High School.
INC_TXT_089,Text,Other,ORGANIZATION: McLean High School,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: McLean High School.
INC_TXT_090,Text,Other,ORGANIZATION: McLean High School,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: McLean High School.
INC_TXT_091,Text,Other,Unknown,Unknown,Low,A Low-severity Other incident was reported via Text.
INC_TXT_092,Text,Other,ORGANIZATION: Police,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: Police.
INC_TXT_093,Text,Other,be traipsed over multiple times,Unknown,Low,A Low-severity Other incident was reported via Text at be traipsed over multiple times.
INC_TXT_094,Text,Other,Ramsay Street,Unknown,Low,A Low-severity Other incident was reported via Text at Ramsay Street.
INC_TXT_095,Text,Other,ORGANIZATION: Police,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: Police.
INC_TXT_096,Text,Other,it,Unknown,Low,A Low-severity Other incident was reported via Text at it.
INC_TXT_097,Text,Other,Delhi,Unknown,Low,A Low-severity Other incident was reported via Text at Delhi.
INC_TXT_098,Text,Other,McDonald's Happy Meals,Unknown,Low,A Low-severity Other incident was reported via Text at McDonald's Happy Meals.
INC_TXT_099,Text,Other,Unknown,Unknown,Low,A Low-severity Other incident was reported via Text.
INC_TXT_100,Text,Other,Unknown,Unknown,Low,A Low-severity Other incident was reported via Text.
INC_TXT_101,Text,Other,Delhi,Unknown,Low,A Low-severity Other incident was reported via Text at Delhi.
INC_TXT_102,Text,Assault / Violence,a crime scene,Unknown,High,A High-severity Assault / Violence incident was reported via Text at a crime scene.
INC_TXT_103,Text,Other,Delhi,Unknown,Low,A Low-severity Other incident was reported via Text at Delhi.
INC_TXT_104,Text,Assault / Violence,ORGANIZATION: Police,Unknown,High,A High-severity Assault / Violence incident was reported via Text at ORGANIZATION: Police.
INC_TXT_105,Text,Fire / Arson,Richland,Unknown,High,"A high-severity fire, suspected to be arson, occurred in Richland. The time of the incident is unknown. The incident was reported by a text source."
INC_TXT_106,Text,Other,Unknown,Unknown,Low,A Low-severity Other incident was reported via Text.
INC_TXT_107,Text,Fire / Arson,Richland,Unknown,High,A High-severity Fire / Arson incident was reported via Text at Richland.
INC_TXT_108,Text,Other,ORGANIZATION: Police,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: Police.
INC_TXT_109,Text,Other,cry foul,Unknown,Low,A Low-severity Other incident was reported via Text at cry foul.
INC_TXT_110,Text,Assault / Violence,Badger Guns suit,Unknown,High,A High-severity Assault / Violence incident was reported via Text at Badger Guns suit.
INC_TXT_111,Text,Other,ORGANIZATION: Police,Unknown,Low,A Low-severity Other incident was reported via Text at ORGANIZATION: Police.
INC_TXT_112,Text,Assault / Violence,Badger Guns suit,Unknown,High,A High-severity Assault / Violence incident was reported via Text at Badger Guns suit.
INC_TXT_113,Text,Other,Anywhere USA,Sat Feb 01 05:13:33 +0000 2014,Low,A Low-severity Other incident was reported via Text at Anywhere USA. The reported time was Sat Feb 01 05:13:33 +0000 2014.
INC_TXT_114,Text,Other,"San Jose, Ca",Sat Feb 01 05:11:50 +0000 2014,Low,"A Low-severity Other incident was reported via Text at San Jose, Ca. The reported time was Sat Feb 01 05:11:50 +0000 2014."
INC_TXT_115,Text,Other,"Wyoming Highway, United States",Sat Feb 01 05:11:45 +0000 2014,Low,"A Low-severity Other incident was reported via Text at Wyoming Highway, United States. The reported time was Sat Feb 01 05:11:45 +0000 2014."
